222G2PJWTMOVROYR2PYT33LTAM	BLANCO	198:1 205:2 780:2 1279:1 1280:1 
222OIUSFNXKLN4EAT5BEMY52UA	BLANCO	
222V3HBN4RM4PSPJHMVBSDCAX4	BLANCO	1067:3 
222ZTOHMLKYG7G42D6N6HEWHDI	BRASILEÑOS	
223SQNC7E242OON6BTKFUKC2TI	BLANCO	
223WBY5AMVFFW2ST63776DAVAI	BLANCO	621:1 690:1 852:3 905:1 1202:1 
225DJX6Z3SW7WYQHHR6GZYLWLY	BLANCO	
22743BP5PGMW35VYYULDKJGILQ	BLANCO	
22C5O2PTF5S4JL35ISQFME7ALY	AFROAMERICANO	273:1 410:4 801:1 852:1 1395:1 
22EEUNZQYZY3OX5VTAMJDEGU4A	AFROAMERICANO	
22EU3XUHOIYVI4WC4D5U3XQCOU	BLANCO	380:3 
22O3BITQT5HDXCKFCLEJYSIJ2E	LATINO	701:2 
22PVQOO27DEBHSMR7G4UEJ2IO4	BLANCO	380:2 384:1 410:1 468:1 827:1 1259:1 
22RCEKA2VRTYGFDKDG64O5WVWQ	ARÁBICOS	20:1 827:1 852:3 964:1 
22WNEJLVX6PFWVDXKZ74AKVA4Y	ARÁBICOS	
22XGXU5ZBKUDVCLLZGGSWDRKY4	BLANCO	905:1 1019:1 1167:1 
237ILP25JYQRJDNBPS5OCJDARM	ASIÁTICOS	
23IVWKJBX5AAWJ46SBAFKXM74M	BLANCO	196:1 253:1 573:1 578:1 1067:1 1147:9 1279:1 
23PSQV4RDXPF3KDCXA4NZREH5M	BLANCO	147:6 650:1 827:1 
23UCEJJNSFECD5RUIYSTQUFMWU	BLANCO	391:1 827:2 
243CJQLOJP6Z6M6UKYXIUY2SIQ	BLANCO	1395:1 
243SABQBHAYZVG422IS74RSAA4	BLANCO	
24DBW2IXGOCMC2DAS7LTLZIY34	BLANCO	1118:1 
24J4S6ZKOBNVCO6SGSYNYYB3AM	AFROAMERICANO	827:6 
24JB23GSSY6B42PIEFHP62CFJE	AFROAMERICANO	140:1 298:1 482:1 573:1 657:1 683:1 852:1 1395:1 
24MZIL6LE6T3GC2CAG2YJKXHKE	BLANCO	
24N7NHH7T7NHZ2IPF3R2OR54BQ	BLANCO	135:1 140:4 256:2 260:2 602:1 780:1 983:12 1312:1 1345:6 
24PHJDHNBBLPA435IUVQDGV2PY	BLANCO	
24SL3XKFMK2IQY4E7CTCLJU4LA	BLANCO	827:2 
24TOJ3XENYCRXHYDR6RY42HKOU	ASIÁTICOS	
24VBP2ULAUIWVFOE45ERXP52FU	BLANCO	
25DEMVKI2CDQIAPXOXI6Y52EQY	BLANCO	190:2 505:2 701:3 711:4 797:1 827:4 1025:1 1118:1 1345:1 
25DJYOTX2AEV5YACHXWGQ4ME74	BLANCO	
25I6VK5T3MW7NIUOHRSW7QHRVQ	ARÁBICOS	
25M5K7KDJRZCVS5WT6ACHK42AY	AFROAMERICANO	1085:1 1118:2 
25NK7F4VTNXDHTHFYH2656XJSY	BLANCO	
25P5R63DTE56JEKJINRMGPLHAI	BLANCO	621:3 701:1 979:1 1171:1 1196:1 1197:2 
25VPOOA2OOSPQSLM3U6ZPQRQP4	AFROAMERICANO	
2623NLZGELU7A6RN3KCJ3H7BVA	BLANCO	
264VH2V56YDXK3MYRLUNAWM44M	AFROAMERICANO	359:1 814:1 815:1 1331:1 
265WKNE2MCCKH6GETRBKE63JOQ	BLANCO	
266ZQVIHCRGIXGQHLKS4Q25UAY	BRASILEÑOS	95:1 97:1 121:1 122:1 475:1 483:1 602:1 731:1 780:1 811:2 822:1 1021:1 1233:1 1250:3 1379:1 1437:1 
26BMNV4YHSZWBZLOGSZ23VG4CU	BLANCO	1236:2 
26GOYJ4LDDP7CU7JRALXBCIO6E	BLANCO	
26IIE2JLC6DN7TF3JHACIGSQ4I	BLANCO	437:1 
26LB3IGR6UOXOQBHHOG2ST6XRE	AFROAMERICANO	
26SYNV7KEAK5NBWO3IDMXO4QNA	BLANCO	
26XVFS2YKGJEKE7RSGBBFWF5K4	ASIÁTICOS	102:1 229:1 273:2 307:1 568:1 578:1 615:4 621:1 645:1 658:4 821:1 852:2 905:7 912:2 915:2 924:2 926:1 1067:1 1118:3 1147:4 1154:1 1271:1 1395:3 
26ZDKFW3NX2TGIAZEMRIM4ITSQ	BLANCO	
26ZY65P6F6QCDC4KN6JIBKL4PA	AFROAMERICANO	
27CMD6NRTIF24CCOFVSIJ7DO5E	BLANCO	852:1 
27IUS2FTTHXRL4UZRUHYR3THZA	BLANCO	
27P5D3GJ6H72TUQZKRDYGF6QJ4	BLANCO	
27ZPYB66L4SGWAPDYYFGUWDQNI	LATINO	
2A3IUQIMQXT4XCLIYNXAQE7LUQ	BLANCO	198:1 
2AAD3FWWA3XL2H4NZXJ55VZYLE	BLANCO	65:1 
2AAPCUFJYOXCW54IQHVWG3SQ7Q	BLANCO	1360:2 
2AEUTTNQ2CH5542IZT4EE7ZF6M	ASIÁTICOS	1056:1 
2AFMDQCRU7OFG4UCSZAOSR4SIY	BLANCO	
2EH55Y7LFHKC5FFFEWCERKUMPI	ASIÁTICOS	
2EI3IZ4PU45C6TAFDECFJLF6AM	BLANCO	277:1 539:1 543:1 1025:2 1391:2 
2EIXYENWIJHVLA37YKS74DD7XU	BLANCO	65:1 102:1 312:2 615:1 852:1 1005:1 1118:1 1304:1 1386:1 
2EOJPGIVVGRNH6SSFHIC56MI74	ARÁBICOS	
2ESJNX7FWTDMJ5456XOW3PEPCU	AFROAMERICANO	
2EU5P6HU65SBNKW7Y425ZD23FY	BLANCO	6:2 8:2 9:1 32:1 65:2 102:2 125:3 128:1 136:1 190:1 198:3 226:2 253:1 259:4 260:3 263:2 329:2 361:2 370:1 438:1 465:1 529:5 530:1 531:2 543:3 592:1 621:11 623:1 635:3 706:2 751:5 759:5 789:1 803:6 819:2 827:15 912:5 915:3 954:2 956:4 971:44 974:4 1000:2 1001:2 1005:1 1009:5 1014:1 1060:2 1067:2 1104:1 1111:1 1116:2 1118:4 1129:2 1134:1 1205:11 1206:1 1207:1 1208:1 1209:1 1236:1 1259:4 1262:1 1345:1 1377:1 1396:2 1402:2 
2F2PRZMQFKRHOELAOPCYGJSPKA	BLANCO	
2F3DSEK2K4JW57OW4FPSDUGXOQ	BLANCO	
2FEGNWBMVTPKTRMNA5V6RN5MUI	BLANCO	
2FHW653QCA2E6JOWZAJZROCQQI	BLANCO	1111:1 1187:2 
2FL5QNZXSDVVFQY7N2TVUSAHG4	AFROAMERICANO	
2FLWOTY3MC4S4FIAUPSGGSH3WM	BLANCO	602:1 780:1 1427:1 
2FZ24YVRFVPI5RFMFM37B2M3YM	BLANCO	
2G7LYJUXUM3PVDFVZAXYBXV33U	BLANCO	
2GECB5NZFAFO7DNCMP3QJVJMDY	ASIÁTICOS	621:1 803:1 827:1 1167:2 
2GFFJGIFZIL33YWWFKG2C6ZJZE	BLANCO	827:2 1118:2 1309:1 1377:2 
2GIBXMU5ZPYTR6S6267KFZJJG4	LATINO	
2GL5HCS6JEU3NU5QWWFWJ6YIWE	AFROAMERICANO	827:1 
2GNS6G2OROAJZ3CCAVHXQH7JN4	ARÁBICOS	140:3 146:1 1279:4 
2GOIRG6VN2CPMYEWP35AFVRBOA	BLANCO	140:1 256:1 578:1 1116:1 
2GQT44RAOLATLQNDAH4TY3AYQQ	BLANCO	905:1 
2GWY7K7EHIETFTVDB4V6C35FUM	BLANCO	
2HCH4JRJPMVVZNEHRU2OFZMDFQ	BLANCO	51:1 538:1 792:2 951:1 971:1 1040:1 1171:1 1254:2 
2HCRI4OYKASVSCJFXBPEMG6UFA	ASIÁTICOS	482:1 783:1 905:1 1179:1 1271:1 
2HUZIRMGUQR5PZZUCXINM3MFOM	BLANCO	137:1 635:1 
2HXEASHFSBYHJYIKFZV2GASLUM	BLANCO	198:2 
2HXQDLVTUHHFOIXX737YN537HM	BLANCO	
2HYOB3YTWESESCVZFS6CN4WPJM	ARÁBICOS	1259:1 
2HYS4WEYZ63J7CWVJDAOM4XSA4	BLANCO	507:1 1046:1 1259:1 
2HYWOUPLQE4I3U6PX3E4O2FQZM	BLANCO	360:1 1171:1 1402:1 
2I6FFXH5HGHGUGNJBIFMKSZC4E	BLANCO	
2IBVSRJDKVWAZFZAUO6KL52QDI	ASIÁTICOS	552:2 
2IM6KLI4G4PK6K7MHBYLLCMHRY	BLANCO	
2IMIDT7QBQ5O2474HFY5CKYHNM	BLANCO	
2ISPXIWK7YFVWMJ7OSNCWAO5DY	ASIÁTICOS	827:5 852:1 1071:2 1111:1 
2IV3XTB5OPRMS7GGALXZFYFYMM	BLANCO	190:1 193:1 465:1 501:1 611:1 701:1 996:1 1374:1 
2IZVZ2WG3Q4GH6VYYDZ7LCVUMA	AFROAMERICANO	1147:2 
2JGW6VENVKRUXQTPJDRNGNYY34	ASIÁTICOS	1259:2 
2JPRPKPZBZQHVSXMYY3WZQEQIU	ASIÁTICOS	1489:1 
2JRV4D2JQMSSWVNS6U37UKTTME	BLANCO	827:1 1001:2 1056:1 1111:2 1236:1 1242:1 1259:3 1271:2 
2JSHPUMWTDTCRGMUWKB3FUGGVE	BLANCO	
2JTJODFGU4HD5IX6N4P52DNML4	ASIÁTICOS	271:1 542:2 550:2 621:2 803:2 809:10 1082:2 
2JXQW7TATWR6SJBLZ42O4HGDDU	BLANCO	
2JYKEGEP6LVTNIHFUXWSYN4V34	BLANCO	69:1 102:2 147:4 164:2 621:2 
2JZBFREOUHZBXAVRQ7ZFYGMQHM	BLANCO	
2JZIPHGYBLKRION36OT3LB6WDM	AFROAMERICANO	827:2 
2K3DPECMBV24MZ3KXPUMHSLY5Q	BLANCO	273:1 542:1 
2KAD7VKL2OZ2J3CBO5RRFZCCTY	BLANCO	
2KC2RNDHBOFFVEKFMHOCXP7LYM	BLANCO	
2KCGNHO7DPS46AM527JFN6JDZU	AFROAMERICANO	273:2 410:2 569:2 602:1 706:1 780:1 827:3 1035:2 1060:2 1071:2 1084:2 1111:3 1118:3 1132:2 1164:2 1165:1 
2KGCYKKOWCYXOPC7KILVHW6W2M	BLANCO	
2KGDJME7TCLMOHOO2LJPFXK5J4	ASIÁTICOS	1482:1 
2KHQNBFM3XRW5WLTHEVMDMAFEY	BLANCO	
2KJUIDTUPKZ4AE3RZCRH7KO4UM	BLANCO	621:2 
2KO3ECCRMEFUFEUVDM2KRLMYFQ	LATINO	621:1 827:2 852:2 1067:4 1118:1 
2KSDWALN6W6Z6QBBKK2NFS76IA	ASIÁTICOS	459:3 
2KTJVLXXNUS5FODPGVRIASWJAI	BLANCO	
2KTQ4KI2YEJ4WFWAS3SLKJTLZA	BLANCO	9:1 1109:1 
2KYTWAPZNUDMRZ6EFL6M5IOJQQ	OTROS	9:1 755:1 827:3 1071:1 
2L34CL4AWGNXCVYGECKGQKCIRE	LATINO	
2L4P7QW6F6XBGW4J67WSXTLOMY	LATINO	890:1 957:1 1021:1 1023:1 1067:2 1186:1 1204:1 
2LC4Q2TZF5AV25PZ35BPWQA2CY	BLANCO	789:1 
2LCJZM5SLC5L5T4KMDCNBWFFN4	BLANCO	635:1 1118:2 
2LHJ2QF3UTSQTYZ4GOMTACNEWA	BLANCO	
2LIHHX543TA3PLH6KX4XHCHG2A	BLANCO	827:1 
2LKDUCWGZM63DFMSIGY56NKEHE	OTROS	91:1 
2LKSR3G2OLK2C6XNJFIOWEPRHM	AFROAMERICANO	102:1 
