tweet_id, user_id
'602739852006858752','1461493826'
'602740171537256448','2357332260'
'602740219671146496','2363634608'
'602740227212455936','2364000800'
'602740268362764288','2359959415'
'602740791447048192','2362964130'
'602740803459489793','2365874118'
'602740803543441408','2368738556'
'602740820287037441','2366359681'
'602740822237433856','2358838908'
'602740884938092544','2359806576'
'602741004886740992','2358103267'
'602741016135901185','2363224177'
'602741047412785152','2363807868'
'602741060952072192','2369584508'
'602741127448494080','2364199496'
'602741162764595200','2360176189'
'602741169953583104','2357742931'
'602741270814060545','2368765981'
'602741412791103489','2422415118'
'602741418931527680','2600381058'
'602741421754359811','2602178180'
'602741535923412992','2357944760'
'602741544031035392','2364854707'
'602741573345005568','2366220284'
'602741580093648896','2367150115'
'602741583511986176','2369377086'
'602741588826136577','2366766228'
'602741594303963136','2358958296'
'602741621298462721','2368439832'
'602741638885158912','2360078563'
'602741660624224256','2369927270'
'602741717981392896','2369223930'
'602741733265383424','2364112700'
'602741752408211456','2369377800'
'602741778752606208','2365277239'
'602741794229583872','2366270455'
'602741801351536640','2362245978'
'602742043782344706','2368553124'
'602742048656089088','2366935952'
'602742315426455552','2367008684'
'602742344660713472','2369130704'
'602742363975524352','2364198403'
'602742404773449728','2360592744'
'602742486008729600','2366301120'
'602742534813646848','2365204477'
'602742551465041920','2366575698'
'602742570075168768','2359430090'
'602742572554047488','2366819154'
'602742639717388288','2358762427'
'602742744860205056','2366054732'
'602742881942638593','2367007039'
'602742887093252096','2359255836'
'602742890650034176','2369997002'
'602742911873187840','2358748160'
'602742945989660673','2365376628'
'602742955946942464','2363876654'
'602742964918603776','2364932377'
'602742969419071489','2360898332'
'602743145395269632','2359311650'
'602743156292071424','2363937697'
'602743176298930176','2366539615'
'602743188323966976','2366186048'
'602743206535651328','2359803427'
'602743216006365184','2366272568'
'602743220024549376','2364701412'
'602743305693229056','2368810388'
'602743375201185793','2367174764'
'602743415923683328','2357870868'
'602743453567561728','2358138152'
'602743454708404224','2367689454'
'602743470051172352','2360130991'
'602743794619015168','816999768'
'602744266323054594','2369256374'
'602745871575449600','1667441412'
'602746615414284288','1703165845'
'602749754276225025','2338604118'
'602753935481245696','75732594'
'602756045937643521','2930573173'
'602757773261021187','2930573173'
'602762171685019649','32771426'
'602765080304955394','2563308048'
'602767093914738688','131285447'
'602767104954142720','120718039'
'602767106971545600','2822007080'
'602770461148237824','2155214558'
'602770680854228992','2366027574'
'602783691564134400','191116947'
'602786816480129024','495476088'
'602791623643246593','2357870868'
'602791651095015425','2368810388'
'602791652223262721','2366539615'
'602791653783515136','2359311650'
'602791684028628992','2364701412'
'602791801855021057','2369256374'
'602791803092369408','2366272568'
'602791879613161472','758045690'
'602791902954573824','2360130991'
'602791920830648320','2367689454'
'602791935925952512','2367174764'
'602791947837779968','2358138152'
'602792359290601472','621905161'
