tweet_id, user_id
'575936970922278913','550158524'
'575944686050869248','1711148418'
'575950689953783808','1013168353'
'575951412397522944','2969588440'
'575952530347323392','2367245048'
'575954799457337344','173417066'
'575956635702689792','2507206387'
'575956797867057152','144930760'
'575962600934113280','1703486407'
'575963743894511616','2348635602'
'575963935716835328','246704959'
'575964696718737408','390866957'
'575964728209584128','2998239977'
'575964968702619648','235342624'
'575964997718654976','74006055'
'575965003381125120','478499921'
'575965313558249472','1074189846'
'575965376720306176','190662476'
'575966465398018048','19175457'
'575966526290821120','372893378'
'575967601811185664','2423948292'
'575969473800318976','146151484'
'575970719470743552','312839685'
'575975280575193089','1566932838'
'575976628494323712','3046597196'
'575977260152291328','51482954'
'575978457122938880','253232800'
'575978607010582529','88124686'
'575978742893424640','69313350'
'575978865325162496','479956548'
'575978980672729088','386213333'
'575979137048977408','1376091529'
'575979381216116738','88311384'
'575979415034847232','2358065863'
'575980064069849088','20594793'
'575980717118660608','401331094'
'575980886820302848','2353709736'
'575981601299001344','1929033331'
'575982084021489664','899999814'
'575982102992138240','105201458'
'575982585635024896','3058823317'
'575983706390708225','952557558'
'575984837342818304','981331296'
'575984901784141826','247844954'
'575985257247301632','119136533'
'575985671317377025','113509334'
'575985803618201600','85215661'
'575986370692284416','465008579'
'575987664161153024','104822018'
'575988141389012992','322633607'
'575989060222758913','1106793865'
'575989252258852864','85215661'
'575989619411537920','68240346'
'575989647093993472','2968087947'
'575989891999375360','448241720'
'575990331298074624','128212078'
'575990535145398273','85215661'
'575990820802723840','193103981'
'575991012008415233','158227921'
'575991233127952384','162396790'
'575991300987625473','155746740'
'575991516537098240','86625155'
'575991700574752770','448241720'
'575992223214370816','389014137'
'575992806973546496','130906663'
'575992827705856000','125196331'
'575993010569134080','105949089'
'575993101279342592','1073881614'
'575993252798603264','128311557'
'575993258624446465','187000682'
'575993276186021888','175109717'
'575993315771838464','155069548'
'575993341151567872','1616237058'
'575993422302990336','164870518'
'575993474815672320','128311557'
'575993561738395648','155746740'
'575993600518946816','162396790'
'575993622799126528','155069548'
'575993682496622592','60982554'
'575993754072444928','2421146534'
'575993797990969344','33794104'
'575993804659892224','159758400'
'575993886872465409','159758400'
'575993910205362176','187000682'
'575994019764797440','552975007'
'575994128053440512','130906663'
'575994142209110019','2584286468'
'575994161171595264','2400387367'
'575994180750557185','3051840482'
'575994222853017600','103043515'
'575994231845584896','153459599'
'575994272266125313','128878339'
'575994272928829440','52187097'
'575994421809811456','129682169'
'575994485064146944','113428277'
'575994543784357888','1228629830'
'575994825528381440','712823588'
'575994857807687680','109651819'
'575994869602131968','83937652'
'575994876602404864','25401359'
'575994917459136512','792092588'
'575994926741114881','173915837'
'575994978180071424','2899922465'
'575995057766957056','134136500'
'575995072782602241','125994991'
'575995159533371393','114933018'
'575995160368001025','200503666'
'575995164629409792','1409131573'
'575995248469409792','30375178'
'575995320686940161','2584286468'
'575995400320057344','118385985'
'575995403021082625','1334270221'
'575995427570352129','203613032'
'575995496084324352','262200079'
'575995526333628416','64722092'
'575995669975949312','2910053710'
