tweet_id, user_id
'579613613557678080','88204424'
'579618603550535681','9633802'
'579618783926579200','307191739'
'579618871151325184','1002275930'
'579619331765641216','281787818'
'579619366469279744','1252851343'
'579619388187369473','153245856'
'579619802874015745','2807344773'
'579620157473075200','1920961778'
'579620237458423808','315098670'
'579620265551884288','134870078'
'579620838745464833','2920534125'
'579621120367820800','126204564'
'579621543728295937','67639078'
'579623275338313728','284614660'
'579623332510826498','284614660'
'579624905060315137','526006550'
'579625787743215616','365133664'
'579625894949597184','456290345'
'579627721921327104','595996052'
'579627990461595648','126204564'
'579628208783532033','2951504020'
'579629076438257664','1653346520'
'579629583697334273','1271400062'
'579629616664616961','1726731854'
'579629726878273536','3104286099'
'579630983076585473','1355992226'
'579632910380228608','597859891'
'579633671520579584','128382228'
'579634221158907904','1139969725'
'579634949843771392','1139969725'
'579635445119741952','47064286'
'579640976735629314','2334520911'
'579641087133949952','20906396'
'579641153861115904','385236633'
'579641529511350272','1963405002'
'579642901979893760','206942955'
'579644344124194816','1355992226'
'579645854686035968','1835111064'
'579647517383659520','90799556'
'579647978476027904','96004510'
'579648969518813184','414800024'
'579650076664053760','603033646'
'579652394662936576','606805919'
'579652566545485824','2284080564'
'579653983779721216','950918384'
'579653987638489089','538405311'
'579653994911416321','1912171218'
'579654046732066816','18461620'
'579654067103801345','2479148690'
'579654093053923328','1050412639'
'579654106731520000','2539416892'
'579654106584858624','2539416892'
'579654106907725825','799667190'
'579654127824687105','219175751'
'579654135772897280','2414117437'
'579654181797044224','213711475'
'579654201468272641','2757043520'
'579656127769538560','428586552'
'579656538521911296','1268483768'
'579656579751882753','400367440'
'579656674010656768','18461620'
'579656981436223488','179565371'
'579657049060978688','3075337246'
'579657072637132800','2187055226'
'579657610946707456','205762677'
'579657619813445633','744276912'
'579657630043353089','744300396'
'579657639061114881','758954288'
'579657655108517889','465908004'
'579658292944904192','175541593'
'579659662636793857','2422270854'
'579659876890124289','459666636'
'579660694955679744','2155017001'
'579660702635323394','937640581'
'579661086561046528','1723482122'
'579661536488198144','2155030867'
'579661842240389120','710956986'
'579662259842088960','2154731834'
'579662581381652481','2155117531'
'579662838588813313','2238361914'
'579664125963423744','2154752318'
'579664240220483584','2154751856'
'579664832846266368','614645810'
'579666571779543041','144644046'
'579668795431751680','2355369907'
'579669567414272000','2157658561'
'579669569377210368','2173315386'
'579669571562397696','2527883418'
'579669579573538816','2896679776'
'579669581276442624','2906968461'
'579670261693304832','126204564'
'579670561963544577','240327757'
'579670861109702656','1114650566'
'579670996560441344','2826938198'
'579671004118544384','2886191866'
'579671011601227778','2900937939'
'579671017414508544','2914374161'
'579671021512318976','2926110906'
'579671433992740864','2559588084'
'579672044029276160','3004678618'
'579673342132772865','3103210959'
'579673349078577152','3103210959'
'579678478238285824','70390438'
'579678681909575680','313455872'
'579678785416486914','2293863836'
'579678906849984512','104053106'
'579679357976731648','1405878482'
'579679421663072256','1168009873'
'579679475777974272','2284493856'
'579680141988753409','2984922496'
'579680170384056320','584026246'
'579680241158725633','741532416'
'579680347350265856','259905646'
'579680508382187520','260871480'
'579680549972754433','104395252'
'579681435298091008','110893558'
'579681436225044480','244705151'
'579681439521714179','899321622'
'579681623538606080','1258242955'
'579681725648936960','1216766976'
'579681818787467264','113245308'
'579682740288684032','161935159'
'579683124314923008','54229135'
'579683923271163904','155819004'
'579684804226113538','2154794714'
'579687009490374656','1963736856'
'579687496071643136','212257163'
'579689039076450304','118735895'
'579689098430033920','1288720243'
'579689373588951041','58048133'
'579689609921191937','1250727210'
'579690052642611201','139906326'
'579690056920801281','1569676044'
'579690392746115072','80386914'
'579690789103656960','1274426365'
'579691023770775552','2882959569'
'579691216100458496','1470962196'
'579691315203584000','3007606706'
'579692880723341312','166784987'
'579693221552480256','163535093'
'579694344115884032','2986384140'
'579695109253554176','96984427'
'579695385809162240','273058879'
'579695609042628609','1026673237'
'579695678676459520','2209329607'
'579696398452592640','41139989'
'579696604917186561','234312705'
'579696617240072192','1258401848'
'579698129597046785','2358244080'
'579698958265491456','2936273067'
'579700029230813184','1381030268'
'579702020493426688','155645669'
'579702494307049472','113452157'
'579702849262764032','2500425240'
'579703392571883520','2207954164'
'579703567885438976','1421817306'
'579704563659370496','217244240'
'579704581422202880','373257047'
'579704780613918720','1546058732'
'579705090371661824','2874029309'
'579705941785968640','248400397'
'579707819538145281','187405573'
'579711460496027648','291300373'
'579711815032139776','2889381965'
'579712044682907648','94618974'
'579715508997500928','757716864'
'579719578294607872','1668975728'
'579719918947594240','1858668931'
'579725338474741760','58788831'
'579725717929369600','757469910'
'579725824166875137','294074894'
'579727056667316224','202282454'
'579727216046694400','2889317002'
'579729226376560642','202282454'
'579729281426845697','628683358'
'579729330433064960','3033552070'
'579730248863997954','206028992'
'579731843076997120','206028992'
'579732034689503232','2347619467'
'579734940780228610','298296446'
'579735955625484288','412292888'
'579736148068712449','2402456907'
'579737036476817408','2778498521'
'579738187490332672','612901370'
'579738718283669505','994303411'
'579741174459699200','2334520911'
'579742832484708352','14916885'
'579743166242361344','2214300302'
'579744489050378241','2389129783'
'579747064126439424','785527178'
'579750888920752128','2506029890'
'579751337992298496','272683322'
'579753492732071936','2365029516'
'579754694387605505','3095263425'
'579763480766611456','15032145'
'579763610852978688','172353888'
'579764495838498816','1861774850'
'579765557601439745','1888128842'
'579773521481588736','3037378805'
'579778767503097856','2488864530'
'579779575976087552','2844090629'
'579789183109074944','269206076'
'579789189333454848','991514820'
'579789414668333056','62691393'
'579789810115698689','213892342'
'579791502731296768','141736453'
'579791652321140736','2831894318'
'579792222448586752','451110436'
'579795407410241536','1598799176'
'579795462133321728','339069840'
'579801069485711361','171472715'
'579802250979237891','1544416106'
'579804760938790912','1687057286'
'579804814810439681','14916885'
'579807660972769280','2468497544'
'579807783136206848','54093836'
'579808580045549569','2336027186'
'579809455942037504','57653159'
'579810262796107776','257228801'
'579810729244626945','359356185'
'579810891245461505','370311565'
'579811016726433793','370311565'
'579811194455875584','1573092498'
'579811940630990848','300460237'
'579814157245104128','8168562'
'579814205848752130','3041046556'
'579814925650026496','376978816'
'579815397437755392','113495244'
'579815898137022464','2573984971'
'579817572645912576','753524072'
'579821152362766337','241999752'
'579821497251971072','229111597'
'579824891962109952','29536477'
'579825186402353153','191958872'
'579825220774678528','239221459'
'579826093542260736','48473115'
'579829115190009856','2992647303'
'579829575078805504','122238229'
'579829979439042560','205348615'
'579830148133961729','2969377594'
'579832140491288576','358840198'
'579832239300689921','183083741'
'579837130387656704','1423711518'
'579837678889381888','864581779'
'579839342153228288','450767484'
'579840258981904384','1729870471'
'579848072794136576','2414958494'
'579851440803311616','229518878'
'579851600648376320','150033616'
'579851782983143424','3048553225'
'579855368571994112','1705785740'
'579856635658518528','343190008'
'579858625075769344','3091317357'
'579860315816374272','132163797'
'579860330790031360','132163797'
'579860653042597888','132163797'
'579861303109365760','35952788'
'579865197231398912','14916885'
'579865486688526336','2544467491'
'579865489637134336','2773293341'
'579865492279537664','2806151018'
'579866431069650944','2293789482'
'579868711663767552','144046871'
'579870823617585152','1566932838'
'579871104837144576','100823979'
'579881535580434434','43134590'
'579882812700016640','2289850584'
'579885840073154560','1481044495'
'579885961263333376','157764316'
'579885971144974336','2727699022'
'579886027709513728','2765903025'
'579886055060582400','830378130'
'579886237433102336','1007047082'
'579886243804274689','2973916486'
'579886343779663872','118417171'
'579886434460524545','316046952'
'579886507336531968','199319691'
'579886722135232512','2200412632'
'579887033218404352','311483470'
'579887571297259520','182918234'
'579887643074433024','151506837'
'579887653740523520','733480771'
'579888811859120128','186662402'
'579888899327193088','285115742'
'579889092063813632','2200412632'
'579889194924969986','519699189'
'579890454562492416','255258778'
'579890457418813440','2568451410'
'579890460988174336','237145552'
'579891173357146112','1260796622'
'579901014834331648','1733132376'
'579903809289326592','2529940693'
'579905552605712384','2220630399'
'579911991822778368','2610893917'
'579916202295844864','1569734245'
'579925075312435200','3073461461'
'579940326883913729','186055984'
'579940386346545152','762367344'
'579940470031257600','349892050'
'579940497399087104','275202354'
'579941055023460352','285573731'
'579941145754603520','236149021'
'579941834597765121','210954338'
'579941840297832448','949605949'
'579942432021876736','550957416'
'579943023917809664','295346130'
'579943601624522752','1653194072'
'579944870518849536','84155670'
'579948257465397248','2294600366'
'579948870643232770','2782116269'
'579948873243709440','2774900015'
'579948874686550017','2820644539'
'579948876485894146','2820638316'
'579948878276878336','2820646154'
'579948880277573632','2783444711'
'579948883192627200','2783429139'
'579948884790640640','2832329323'
'579948887319842816','2832313075'
'579949565371138048','375824629'
'579957533642764288','284533726'
'579962078510899200','1861774850'
'579969668796022784','186055984'
'579969815659601920','302690301'
'579971678031224832','333418415'
'579971704845254656','2797831736'
'579973008175005696','633728482'
'579973553354723328','2821179893'
'579975230992580608','409563511'
'579975328455659520','505964577'
'579977322100592640','1567023421'
'579977763748241408','633728482'
'579980319027261440','905960850'
'579981291883511808','736454312'
'579981391837921280','736454312'
'579982169050902529','361322149'
'579990679725568000','1665484350'
'579990682447650816','2411557542'
'579990684821688320','2400234037'
'579990686692347904','1057027682'
'579990688529408002','1561077212'
'579990691964588032','2433810883'
'579990693986234368','2171560458'
'579990695693279232','2167507358'
'579990697870135296','2173320463'
'579990699786944512','2173395212'
'579990702651674625','2157664093'
'579990704513908736','2165742733'
'579990705935810560','2167466336'
'579990707844190208','2167109018'
'579990709928792066','2728242478'
'579990711656800260','2728208823'
'579990713485565952','2728227485'
'579990715393949698','2728248112'
'579990717029711872','2693655752'
'579990718988447745','2729246307'
'579990720926199808','2729262431'
'579990722662703104','2693645550'
'579990724814356481','2693769751'
'579990726043271169','2729319910'
'579990727872016384','2729287923'
'579990729839132673','2693762024'
'579990731621728256','2729292111'
'579990733504970752','2695725341'
'579990734087925761','1596188174'
