tweet_id, user_id
'383560150390300672','157880590'
'383560182392815616','96322581'
'383560215527841792','51708750'
'383560216949694464','88913700'
'383560252190228480','272675621'
'383560278803087360','184923677'
'383560305999364096','125368647'
'383560316774146050','263073186'
'383560344326512640','57960535'
'383560355923779585','560129458'
'383560365071552512','419104307'
'383560372252196864','493431831'
'383560373917335552','122601973'
'383560374450397184','210433546'
'383560377591930880','952085281'
'383560378363301888','265168756'
'383560379298635776','265168756'
'383560396264976384','618119723'
'383560451558502400','17928609'
'383560453185896448','20859275'
'383560457220403200','262132380'
'383560462928859137','23419416'
'383560463474491392','133792589'
'383560467911696384','77916923'
'383560469727834112','841121544'
'383560473217880064','83131500'
'383560479786143745','33923678'
'383560490632245248','1694648761'
'383560500631838721','133792589'
'383560515345448960','521534914'
'383560515873546241','1267200422'
'383560569610960897','39476716'
'383560583359918080','475298107'
'383560609381355520','140100627'
'383560653983588354','1103618960'
'383560672576937984','878421805'
'383560692793499649','192252315'
'383560698221314048','591527224'
'383560803556663297','263073186'
'383560815627870208','34641693'
'383560830991609857','1861168236'
'383560844212051968','715680566'
'383560882002731008','57960535'
'383560898897772544','494747022'
'383560912902176768','28806559'
'383560964693819392','198198486'
'383560970489966592','1100658816'
'383560973476691970','212129844'
'383560978547638272','98306560'
'383560982754500608','1664982955'
'383560985602035713','433787768'
'383560991063425024','340242028'
'383560994607218689','411039931'
'383561030980231168','522324665'
'383561052643803136','450095270'
'383561114438860800','183200876'
'383561131064717312','1038420632'
'383561132826312704','971074794'
'383561132947931136','702767918'
'383561134810206209','1364378527'
'383561134797623296','1364343026'
'383561134852161536','1364389537'
'383561134822805505','194684025'
'383561135057666048','1726344878'
'383561134831181824','1680478718'
'383561137331372032','1896803036'
'383561138727698433','378239942'
'383561141030379520','1364330846'
'383561144419356672','37196991'
'383561156662530048','119410460'
'383561171317428225','450095270'
'383561193832861696','467432002'
'383561195997134848','1862012220'
'383561199922597888','63550005'
'383561200287875072','1862012220'
'383561203655917568','1862012220'
'383561253031276544','1896803036'
'383561255652294656','21078773'
'383561260396449792','494747022'
'383561279010377728','450095270'
'383561287956848640','168051289'
'383561295121117184','1487910811'
'383561297381818368','504778384'
'383561304092717056','146472386'
'383561319053819904','279942689'
'383561335235432448','1702038602'
'383561350078676993','119410460'
'383561363035291649','504778384'
'383561400796188672','232863880'
'383561412896776192','450095270'
'383561433008865280','504778384'
'383561509219348480','19129674'
'383561558615273472','10970362'
'383561569579171841','450095270'
'383561577825193984','96322581'
'383561583231635456','478631024'
'383561649145143296','192252315'
'383561651993067520','279970713'
'383561688118591488','415764618'
'383561697115795456','570902628'
'383561733777793024','204023723'
'383561733719457792','1530833822'
'383561763284713472','95893516'
'383561773514641408','450095270'
'383561775268241408','504778384'
'383561807060664321','364955051'
'383561817370284032','1485301591'
