222G2PJWTMOVROYR2PYT33LTAM	BLANCO	476:2 477:1 1284:2 1335:2 2250:3 2384:1 3172:2 3313:5 
222OIUSFNXKLN4EAT5BEMY52UA	BLANCO	
222V3HBN4RM4PSPJHMVBSDCAX4	BLANCO	428:2 1755:2 2250:4 3172:2 
222ZTOHMLKYG7G42D6N6HEWHDI	BRASILEÑOS	
223SQNC7E242OON6BTKFUKC2TI	BLANCO	1364:1 1755:1 2119:1 2131:1 2250:1 3172:3 3313:2 
223WBY5AMVFFW2ST63776DAVAI	BLANCO	1233:1 1258:2 1316:1 1755:4 1756:1 1777:1 2250:2 3172:6 3303:1 3313:1 
225DJX6Z3SW7WYQHHR6GZYLWLY	BLANCO	3172:1 
22743BP5PGMW35VYYULDKJGILQ	BLANCO	1696:1 2131:1 3172:2 
22C5O2PTF5S4JL35ISQFME7ALY	AFROAMERICANO	134:2 428:1 2250:1 3172:3 3313:6 
22EEUNZQYZY3OX5VTAMJDEGU4A	AFROAMERICANO	
22EU3XUHOIYVI4WC4D5U3XQCOU	BLANCO	207:1 883:1 1439:2 2250:2 2780:1 3172:3 3313:6 
22O3BITQT5HDXCKFCLEJYSIJ2E	LATINO	461:1 979:1 1520:1 1521:1 3172:1 
22PVQOO27DEBHSMR7G4UEJ2IO4	BLANCO	134:3 145:1 173:1 205:1 225:1 357:1 428:1 533:1 715:2 923:2 1051:1 1120:2 1240:1 1675:2 1727:1 1870:1 2063:4 2066:2 2780:1 2987:2 3172:11 3313:5 
22RCEKA2VRTYGFDKDG64O5WVWQ	ARÁBICOS	134:1 428:1 500:2 1112:1 1755:1 2850:2 2977:2 3172:2 3313:3 
22WNEJLVX6PFWVDXKZ74AKVA4Y	ARÁBICOS	715:3 2555:1 3157:1 3172:1 
22XGXU5ZBKUDVCLLZGGSWDRKY4	BLANCO	134:1 883:1 1675:1 1843:1 2013:1 2395:1 2780:1 2796:1 3172:2 
237ILP25JYQRJDNBPS5OCJDARM	ASIÁTICOS	533:1 535:2 1300:3 1308:2 1734:1 1943:1 2850:2 
23IVWKJBX5AAWJ46SBAFKXM74M	BLANCO	134:3 432:1 593:1 773:1 883:1 923:2 1462:1 1528:2 1668:1 1918:1 1943:1 1997:1 1998:1 1999:5 2006:1 2131:1 2250:5 2456:1 2780:1 2850:3 2971:1 3172:9 3179:1 3246:1 3313:16 
23PSQV4RDXPF3KDCXA4NZREH5M	BLANCO	230:2 346:1 492:1 715:1 923:1 991:2 1335:1 1497:1 1503:1 1814:1 1870:1 1922:2 2087:1 2105:1 2250:6 2966:1 3172:9 3179:1 
23UCEJJNSFECD5RUIYSTQUFMWU	BLANCO	1675:5 1814:2 1900:2 2097:1 2643:1 2780:1 3147:1 3172:8 3236:1 3313:1 
243CJQLOJP6Z6M6UKYXIUY2SIQ	BLANCO	1364:2 
243SABQBHAYZVG422IS74RSAA4	BLANCO	
24DBW2IXGOCMC2DAS7LTLZIY34	BLANCO	134:2 923:1 1068:1 1388:1 2250:1 2523:1 2576:1 2815:1 3172:5 3313:2 
24J4S6ZKOBNVCO6SGSYNYYB3AM	AFROAMERICANO	3172:1 
24JB23GSSY6B42PIEFHP62CFJE	AFROAMERICANO	134:1 428:2 432:1 715:2 773:1 776:1 1011:1 1814:1 2161:1 2356:2 2367:2 2418:1 2467:8 3172:4 3246:1 
24MZIL6LE6T3GC2CAG2YJKXHKE	BLANCO	828:1 2250:1 
24N7NHH7T7NHZ2IPF3R2OR54BQ	BLANCO	44:2 45:2 134:1 141:11 358:1 407:1 786:2 979:6 991:4 1152:2 1198:1 1278:1 1331:2 1364:2 1540:2 1792:2 1943:4 2009:2 2250:2 2336:2 2346:2 2422:1 2425:4 2427:2 2428:1 2429:1 2430:1 2431:4 2599:1 3078:1 3172:12 3179:1 3306:1 3307:1 
24PHJDHNBBLPA435IUVQDGV2PY	BLANCO	
24SL3XKFMK2IQY4E7CTCLJU4LA	BLANCO	134:1 883:1 1258:1 1661:1 2250:1 2971:1 2978:2 3172:3 3313:3 
24TOJ3XENYCRXHYDR6RY42HKOU	ASIÁTICOS	188:2 617:1 3172:1 3179:1 
24VBP2ULAUIWVFOE45ERXP52FU	BLANCO	2131:1 2850:1 3172:1 
