222G2PJWTMOVROYR2PYT33LTAM	BLANCO	499:2 501:1 1408:2 1467:2 2698:1 3667:5 
222OIUSFNXKLN4EAT5BEMY52UA	BLANCO	
222V3HBN4RM4PSPJHMVBSDCAX4	BLANCO	449:2 1959:1 1988:1 
222ZTOHMLKYG7G42D6N6HEWHDI	BRASILEÑOS	
223SQNC7E242OON6BTKFUKC2TI	BLANCO	1966:1 2380:1 2393:1 3667:2 
223WBY5AMVFFW2ST63776DAVAI	BLANCO	1355:1 1381:2 1440:1 1959:3 1960:1 1966:1 1982:1 3658:1 3667:1 
225DJX6Z3SW7WYQHHR6GZYLWLY	BLANCO	
22743BP5PGMW35VYYULDKJGILQ	BLANCO	1889:1 2393:1 
22C5O2PTF5S4JL35ISQFME7ALY	AFROAMERICANO	153:2 449:1 3667:6 
22EEUNZQYZY3OX5VTAMJDEGU4A	AFROAMERICANO	
22EU3XUHOIYVI4WC4D5U3XQCOU	BLANCO	217:1 974:1 1580:2 3119:1 3667:6 
22O3BITQT5HDXCKFCLEJYSIJ2E	LATINO	482:1 1081:1 1682:2 
22PVQOO27DEBHSMR7G4UEJ2IO4	BLANCO	135:3 146:1 175:1 215:1 235:1 373:1 449:1 562:1 1016:1 1028:1 1158:1 1233:2 1362:1 1863:2 1928:1 2091:1 2317:4 2320:2 3119:1 3667:5 
22RCEKA2VRTYGFDKDG64O5WVWQ	ARÁBICOS	153:1 449:1 540:2 1223:1 1966:1 3197:1 3215:1 3330:2 3667:3 
22WNEJLVX6PFWVDXKZ74AKVA4Y	ARÁBICOS	2879:1 3512:1 
22XGXU5ZBKUDVCLLZGGSWDRKY4	BLANCO	135:1 969:1 1863:1 2060:1 2263:1 2715:1 3119:1 3137:1 
237ILP25JYQRJDNBPS5OCJDARM	ASIÁTICOS	561:1 565:2 1425:3 1432:2 1936:1 2181:1 3197:2 
23IVWKJBX5AAWJ46SBAFKXM74M	BLANCO	135:2 153:1 453:1 847:1 969:1 1015:2 1611:1 1692:2 1852:1 2149:1 2176:1 2235:1 2236:1 2237:5 2247:1 2393:1 2776:1 3119:1 3215:3 3330:1 3603:1 3667:16 
23PSQV4RDXPF3KDCXA4NZREH5M	BLANCO	240:2 362:1 517:1 1016:1 1093:2 1467:1 1654:1 1666:1 2089:1 2154:2 2342:1 2367:1 3317:1 
23UCEJJNSFECD5RUIYSTQUFMWU	BLANCO	1863:5 2126:2 2358:1 2976:1 3119:1 3501:1 3592:1 3667:1 
243CJQLOJP6Z6M6UKYXIUY2SIQ	BLANCO	
243SABQBHAYZVG422IS74RSAA4	BLANCO	
24DBW2IXGOCMC2DAS7LTLZIY34	BLANCO	153:2 1015:1 1175:1 1521:1 2845:1 2900:1 3160:1 3667:2 
24J4S6ZKOBNVCO6SGSYNYYB3AM	AFROAMERICANO	
24JB23GSSY6B42PIEFHP62CFJE	AFROAMERICANO	135:1 449:2 453:1 847:1 850:1 1118:1 2427:1 2662:2 2681:2 2754:1 2787:8 3603:1 
24MZIL6LE6T3GC2CAG2YJKXHKE	BLANCO	908:1 
24N7NHH7T7NHZ2IPF3R2OR54BQ	BLANCO	44:2 45:2 135:1 142:11 374:1 428:1 865:2 1081:6 1093:2 1100:2 1265:2 1318:1 1402:1 1463:2 1706:2 2000:2 2176:4 2254:2 2638:2 2652:2 2741:1 2746:2 2747:2 2748:1 2749:4 2752:4 2924:1 3432:1 3662:1 3663:1 
24PHJDHNBBLPA435IUVQDGV2PY	BLANCO	
24SL3XKFMK2IQY4E7CTCLJU4LA	BLANCO	153:1 974:1 1381:1 1844:1 3322:1 3331:2 3667:3 
24TOJ3XENYCRXHYDR6RY42HKOU	ASIÁTICOS	194:1 196:1 657:1 
24VBP2ULAUIWVFOE45ERXP52FU	BLANCO	2393:1 3215:1 
25DEMVKI2CDQIAPXOXI6Y52EQY	BLANCO	135:6 153:1 378:1 449:1 556:1 1467:2 1959:1 2138:1 2485:1 2530:1 2551:1 2714:1 2845:1 3119:1 3215:1 3667:4 
25DJYOTX2AEV5YACHXWGQ4ME74	BLANCO	135:1 215:1 3119:1 
25I6VK5T3MW7NIUOHRSW7QHRVQ	ARÁBICOS	
25M5K7KDJRZCVS5WT6ACHK42AY	AFROAMERICANO	135:2 1039:1 2698:1 3419:1 
25NK7F4VTNXDHTHFYH2656XJSY	BLANCO	
25P5R63DTE56JEKJINRMGPLHAI	BLANCO	135:1 969:1 1147:2 3467:1 3667:2 
25VPOOA2OOSPQSLM3U6ZPQRQP4	AFROAMERICANO	63:1 3134:1 
2623NLZGELU7A6RN3KCJ3H7BVA	BLANCO	153:2 167:1 
264VH2V56YDXK3MYRLUNAWM44M	AFROAMERICANO	135:1 375:1 647:1 847:1 929:1 930:2 931:1 1093:1 1456:4 3119:1 3352:1 3667:6 
265WKNE2MCCKH6GETRBKE63JOQ	BLANCO	220:1 2134:2 3119:2 
266ZQVIHCRGIXGQHLKS4Q25UAY	BRASILEÑOS	142:1 177:1 190:1 770:1 825:1 847:1 1562:1 2911:1 2912:5 2914:1 2997:1 2998:2 2999:1 3005:1 3191:2 3666:1 3667:1 3680:1 
26BMNV4YHSZWBZLOGSZ23VG4CU	BLANCO	135:1 1692:3 3667:1 
26GOYJ4LDDP7CU7JRALXBCIO6E	BLANCO	
26IIE2JLC6DN7TF3JHACIGSQ4I	BLANCO	100:1 153:1 2616:1 3119:2 3667:3 
26LB3IGR6UOXOQBHHOG2ST6XRE	AFROAMERICANO	3202:1 3322:1 3330:3 
26SYNV7KEAK5NBWO3IDMXO4QNA	BLANCO	375:1 1224:1 2845:2 
26XVFS2YKGJEKE7RSGBBFWF5K4	ASIÁTICOS	100:7 102:1 103:2 135:1 179:2 217:1 370:2 449:4 453:1 526:18 530:1 540:6 543:1 561:1 600:6 662:5 889:3 890:2 891:1 895:1 966:1 969:3 1015:2 1028:4 1093:4 1158:1 1159:2 1219:2 1222:2 1265:4 1425:3 1429:1 1456:1 1467:2 1510:1 1597:2 1739:1 1749:3 1764:2 1795:2 1863:1 1959:1 2016:5 2017:1 2072:1 2091:1 2092:1 2128:2 2214:1 2337:1 2347:1 2388:2 2668:2 2670:2 2676:1 2732:1 2773:1 2949:1 3077:2 3197:4 3215:1 3415:1 3444:2 3561:1 3649:1 3674:1 
26ZDKFW3NX2TGIAZEMRIM4ITSQ	BLANCO	
26ZY65P6F6QCDC4KN6JIBKL4PA	AFROAMERICANO	
27CMD6NRTIF24CCOFVSIJ7DO5E	BLANCO	153:1 3170:1 3427:1 
27IUS2FTTHXRL4UZRUHYR3THZA	BLANCO	
27P5D3GJ6H72TUQZKRDYGF6QJ4	BLANCO	449:2 560:1 649:1 847:2 1028:1 1508:1 3667:3 
27ZPYB66L4SGWAPDYYFGUWDQNI	LATINO	235:1 1959:1 1966:1 2845:1 
2A3IUQIMQXT4XCLIYNXAQE7LUQ	BLANCO	
2AAD3FWWA3XL2H4NZXJ55VZYLE	BLANCO	1049:1 2273:1 
2AAPCUFJYOXCW54IQHVWG3SQ7Q	BLANCO	135:1 235:1 3444:1 3667:3 
2AEUTTNQ2CH5542IZT4EE7ZF6M	ASIÁTICOS	135:1 1000:1 3297:1 3667:1 
2AFMDQCRU7OFG4UCSZAOSR4SIY	BLANCO	
2EH55Y7LFHKC5FFFEWCERKUMPI	ASIÁTICOS	
2EI3IZ4PU45C6TAFDECFJLF6AM	BLANCO	302:2 370:2 542:1 561:2 1318:1 1371:2 2096:1 2213:2 2228:2 2260:2 2393:1 2638:2 
2EIXYENWIJHVLA37YKS74DD7XU	BLANCO	153:1 453:2 454:1 526:6 540:1 664:1 800:1 935:1 1025:1 1028:1 1265:1 1381:1 1508:1 1953:1 1978:1 2198:1 2293:1 2393:2 2447:1 2448:1 2647:1 2684:1 2689:2 2715:1 2924:1 3102:1 3119:1 3196:1 3331:1 3667:4 
2EOJPGIVVGRNH6SSFHIC56MI74	ARÁBICOS	1959:1 3683:1 
2ESJNX7FWTDMJ5456XOW3PEPCU	AFROAMERICANO	
