tweet_id, user_id
'451829995057713153','2343911317'
'451829995703238656','598834435'
'451830004771721216','273204514'
'451830015551078400','576348427'
'451830017459486721','1628349008'
'451830021435310080','1911404749'
'451830049147080704','731471286'
'451830051160727552','29881593'
'451830059499012096','2332145818'
'451830062887612416','731471286'
'451830072778178562','100041442'
'451830079195480064','204790417'
'451830080462155777','2419198104'
'451830092155867136','1852258394'
'451830097025445888','266120688'
'451830099478728704','289701789'
'451830104864215040','131340470'
'451830111130877954','119187818'
'451830113273774080','2336022685'
'451830113198305280','168017798'
'451830113576157184','105354387'
'451830119808901120','2456125389'
'451830122027311105','15605019'
'451830122455506944','707027852'
'451830124762390528','608854311'
'451830124925947904','380492382'
'451830133499121664','118886854'
'451830136006909952','1548143624'
'451830142701428736','90207107'
'451830144945360896','84971098'
'451830149131304960','118160677'
'451830150649614337','1080425550'
'451830157666693121','2400704142'
'451830160170680320','2419198104'
'451830170706407424','518094746'
'451830176012201986','119621270'
'451830176490323968','598834435'
'451830178642427904','1643621479'
'451830188457091073','1250510203'
'451830188586704896','898748084'
'451830189186904064','239174464'
'451830190222888960','258468849'
'451830197440884737','516796601'
'451830198271770624','170300262'
'451830203128750080','2419198104'
'451830203421962240','435897304'
'451830206479609856','1462591926'
'451830216865116161','402448674'
'451830217892700160','1345731073'
'451830218865774592','2405253765'
'451830219931140096','1561966806'
'451830222686793729','2393917681'
'451830223923732481','821000594'
'451830232459542528','2393575819'
'451830244308439040','2419198104'
'451830267125055488','2208334854'
'451830271424618496','197243178'
'451830277061750784','636099747'
'451830277518946304','162544180'
'451830281998049280','635095848'
'451830289413984256','2184576314'
'451830293012705280','271484468'
'451830295952510976','152096355'
'451830296212930560','917083952'
'451830297005658112','379442877'
'451830298423345153','2419198104'
'451830298829783040','401757514'
'451830317893312512','417884716'
'451830319248056320','87200557'
'451830326479028224','2321679698'
'451830327154327552','154897811'
'451830344401297408','121528359'
'451830345307262977','560481607'
'451830345692770304','821000594'
'451830350839177217','502333290'
'451830355872722944','2419198104'
'451830357092859905','1972303736'
'451830360230621184','415784116'
'451830361085865984','200928294'
'451830365250805760','32795283'
'451830366274199552','1587560917'
'451830377183592448','305645592'
'451830379037859841','280249692'
'451830378924617728','63253963'
'451830384267767808','275737933'
'451830385773932545','1250510203'
'451830390136000512','509672342'
'451830393847967744','22987413'
'451830394913308672','636662849'
'451830397094338560','104212773'
'451830399237636096','2377388834'
'451830401674530816','2419198104'
'451830403926474752','428661133'
'451830412646842368','2388097741'
'451830420095512576','448339483'
'451830426878115840','1571747689'
'451830438446002176','14859557'
'451830440639221761','2420436685'
'451830447862210561','267973568'
'451830455890104321','2419198104'
'451830455927840768','1969514478'
'451830461199691777','74458828'
'451830465222410240','572231904'
'451830466405216256','4592321'
'451830476307570688','10392652'
'451830477423251456','2321083280'
'451830484545585152','291508568'
'451830485396639744','118119011'
'451830486227107841','118119011'
'451830490392428544','2284152275'
'451830493055827968','610437408'
'451830492875464704','2344163889'
'451830501826101248','605617126'
'451830502421696512','2419198104'
'451830509023158273','160984725'
'451830522008727552','31532497'
'451830523548401664','46959726'
'451830544071147520','2419198104'
'451830546197659648','2396205997'
'451830548517122048','1914513084'
'451830550479646720','598834435'
'451830559703306240','2356610474'
'451830561309335552','102106865'
'451830569274322945','118777584'
'451830569437892608','341181207'
'451830574341427200','829618723'
'451830585695420418','2419198104'
'451830591936151552','153307041'
'451830593714937857','47875065'
'451830597246529536','1850746117'
'451830603684777984','914993570'
'451830614959095808','2210939184'
'451830617978597376','1197420734'
'451830633946710016','280249692'
'451830638292004864','1954565792'
'451830657254440960','123468568'
'451830661590945792','547937148'
'451830662501519361','575731642'
'451830669241356288','89039729'
'451830670873337856','47875065'
'451830681619148802','154897811'
'451830683342630912','1928012822'
'451830694835388416','990180870'
'451830697679159296','990180870'
'451830698094362625','1850746117'
'451830713311326209','85657486'
'451830718008532992','66842431'
'451830719237869568','136643436'
'451830724128026624','1587560917'
'451830740104540160','914993570'
'451830755367194624','31532497'
'451830754881056769','148890244'
'451830757023956993','941737962'
'451830776838238208','279338465'
'451830782211137537','315303354'
'451830783633006592','990180870'
'451830794752102401','44818340'
'451830799025704962','276002757'
'451830802666758144','2290281367'
'451830804587773952','56805820'
'451830808970395648','316046952'
'451830810715623424','1850746117'
'451830812090966016','1646280523'
'451830817204207616','1287387817'
'451830829656715264','735399914'
'451830844814925824','56791504'
'451830848317190144','225220899'
'451830860002918400','121258054'
'451830862993059840','1960429381'
'451830867149602816','57547715'
'451830872321163264','223596090'
'451830877123670016','149330119'
'451830877946126336','275259160'
'451830878847909888','805517778'
'451830879112155136','2212895580'
'451830882769186816','32064367'
