tweet_id, user_id
'451350687801044992','2151845346'
'451350687646220288','561930410'
'451350688040108032','359410548'
'451350687973376000','118455518'
'451350688262803456','358179099'
'451350688040099840','333645455'
'451350689029967872','888772801'
'451350689013596160','88508392'
'451350689294192640','961231806'
'451350689944334337','961231806'
'451350689932132353','88957421'
'451350690263085057','2151845346'
'451350690531909632','359410548'
'451350690913615872','516830480'
'451350691110719488','272598783'
'451350691823370240','826227409'
'451350692154728450','2151845346'
'451350691420704768','152096355'
'451350693173919744','556131223'
'451350692662226944','359410548'
'451350693828231168','2151845346'
'451350693862191104','279758619'
'451350693627326464','108380042'
'451350694872616960','359410548'
'451350695493373952','2151845346'
'451350696130920449','359410548'
'451350695023636482','380643334'
'451350696722329600','2151845346'
'451350695640182784','2356939513'
'451350697460523008','359410548'
'451350697628667904','157694997'
'451350698027139072','48386309'
'451350698123612160','56096651'
'451350698974662656','359410548'
'451350698894979072','2201935268'
'451350698051895297','2151845346'
'451350699629379584','108516077'
'451350699855847424','161425929'
'451350700065181696','359410548'
'451350700513955840','2151845346'
'451350700786995200','113380179'
'451350700979544065','224362363'
'451350701457674240','359410548'
'451350702619516928','184553848'
'451350702774697985','219188831'
'451350703005769728','504695921'
'451350705916641282','1007215208'
'451350708500303872','271967789'
'451350708923535360','1719920472'
'451350709380730880','610998246'
'451350709644972032','75006905'
'451350712513855488','2259197286'
'451350712812060672','39144541'
'451350714845896705','80116457'
'451350715609276416','226983623'
'451350719212572672','154698226'
'451350720600891392','1343715866'
'451350720336244736','131384214'
'451350720634052609','1584224227'
'451350721678815232','86818601'
'451350723264249856','264443202'
'451350726854590465','2190288098'
'451350727630131201','137239818'
'451350729156857856','596073841'
'451350728783978496','215828266'
'451350729371176960','2363267412'
'451350729916424192','47439200'
'451350730759077889','63907042'
'451350733620011008','87564499'
'451350734538166272','1963252872'
'451350734512979968','1695111007'
'451350734554943490','200234381'
'451350737679695873','16268081'
'451350737709453312','256949861'
'451350738112114689','1260814890'
'451350738505977857','198694238'
'451350738820538369','329789215'
'451350738527330304','303433406'
'451350739739475968','379390725'
'451350741295595520','167112622'
'451350741358493696','141772213'
'451350741589196800','1475903390'
'451350742046367744','268269710'
'451350742646149120','1273155170'
'451350742700261377','2216140856'
'451350744030269440','1750195800'
'451350744286121986','193287942'
'451350744457687041','53560048'
'451350744390963200','26912865'
'451350745632092160','818698424'
'451350745384620032','306774885'
'451350746337116160','1581666750'
'451350746530058240','31173607'
'451350747393699840','359410548'
'451350746538070016','569533814'
'451350747448635392','855346098'
'451350748912427008','1355841138'
'451350749276938240','2400194437'
'451350749578940418','430370124'
'451350749554167810','105890084'
'451350747729645568','128077503'
'451350750648877056','483886350'
'451350750564585472','2201935268'
'451350751126646784','427764921'
'451350751907160065','83008081'
'451350752967921664','359410548'
'451350753165463552','33670555'
'451350754541187072','113522955'
'451350755325513728','1705872206'
'451350756138827777','407025414'
'451350756503719936','1066822105'
'451350757640384512','359410548'
'451350757229727744','55377124'
'451350758974185472','1648901827'
'451350760131796993','1041361687'
'451350761792753664','359410548'
'451350761708847104','1001513684'
'451350764250595328','188703028'
'451350768222605312','95774178'
'451350768269131776','1254851113'
'451350768986365952','235243247'
'451350770534068224','1837658700'
'451350771024789504','221140201'
'451350773063229440','249455422'
'451350774757330944','104928556'
'451350774791274496','555114102'
'451350775977873408','366259011'
'451350775763968000','983963323'
'451350778242813954','288352799'
'451350778125774848','31138604'
'451350779241050113','283161383'
'451350779295989760','11495732'
'451350779178528768','397739100'
'451350779996024832','1452965868'
'451350779606347777','131341553'
'451350780310597632','843728282'
'451350781036601344','53227673'
'451350781044989952','2374609928'
'451350781820534784','358239681'
'451350781917401088','105833457'
'451350784765358080','1673855857'
'451350785138634753','61103029'
'451350786761818112','379214239'
'451350787285733376','51533029'
'451350789022183424','1451780563'
'451350789798522880','81617794'
'451350789957906432','472041423'
'451350791727874048','176123637'
'451350791220367360','125798310'
'451350791929208833','878736158'
'451350792549593088','1007809183'
'451350792855769088','1584224227'
'451350793242050561','166720896'
'451350793082667008','103463062'
'451350794906771457','573265226'
'451350795070758913','155993652'
'451350795758624768','231476672'
'451350795858874369','1584224227'
'451350795687301120','1171698590'
'451350796282904576','1564120260'
'451350795653763073','828102991'
'451350797075628032','194364362'
'451350798514270208','1884424376'
'451350799646748672','307724336'
'451350801546354688','1418215327'
'451350803744587776','96170873'
'451350805266718721','256173819'
'451350805539733504','192949268'
'451350806139535360','230897296'
'451350806303092736','19069719'
'451350808005980160','474434248'
'451350808504725504','2294319326'
'451350809049960448','158124515'
'451350812006969344','964171590'
'451350812308959235','2388395628'
'451350812480921600','54198760'
'451350815094358016','127553064'
'451350815551553536','411767399'
'451350819993317376','536314038'
'451350820605677569','391827167'
'451350821041483777','1379807233'
'451350821234831361','53227673'
'451350823420035073','249455422'
'451350824489603072','553929662'
'451350824094949376','159740467'
'451350823734616065','35674289'
'451350826808643584','112383765'
'451350827287203840','2372109128'
'451350827786338305','319801104'
'451350829086158848','102397705'
'451350828595421184','2303014477'
'451350830407364608','798293798'
'451350831657259011','1056588108'
'451350832748199936','2358745530'
'451350833981292545','266811560'
'451350835646058496','75006905'
'451350837147627520','2255755780'
'451350837886222336','1580627940'
'451350839085772800','86818601'
'451350840482492416','261320099'
'451350840670826496','1052952690'
'451350841103233024','952893398'
'451350841212297217','613466500'
'451350842755395584','1967895055'
'451350841988243456','449532356'
'451350842751586304','29129205'
'451350844404158464','90227660'
'451350844769075200','494711716'
'451350848254541824','45031945'
'451350848590077952','337313052'
'451350848678154241','38420576'
'451350848090939392','129029859'
'451350849319469057','172583925'
'451350851768946689','129398949'
'451350852968935424','2390081525'
'451350853085982720','1653466231'
'451350854935650304','1227952836'
'451350855766528000','354664324'
'451350856235888642','396305504'
'451350857187991554','1227952836'
'451350858618662912','731164800'
'451350859176480769','840393156'
'451350859708776448','844398452'
'451350860459565056','120286433'
'451350861747216384','997485968'
'451350861823111168','1383190195'
'451350861852069889','2165257874'
'451350861588205568','48215566'
'451350863190048771','799310172'
'451350863458865152','883474932'
'451350863790243840','997485968'
'451350863815393280','628406820'
'451350865807302656','227770243'
'451350866654920705','136910068'
'451350867766038528','117484685'
'451350867665776640','52516131'
'451350868764266496','2325554682'
'451350868894298112','323596928'
'451350869829623809','2209447423'
'451350870697836544','1584224227'
'451350870765350912','34103485'
'451350871490953217','2363437572'
'451350871817723904','323596928'
'451350871922573313','464240542'
'451350872434294785','103589390'
'451350872111726592','705554623'
'451350872384352256','563734808'
'451350872769843200','2265126836'
'451350872900247552','378383460'
'451350873185058816','957518588'
