tweet_id, user_id
'451423361835360257','302941027'
'451423362271961088','108985502'
'451423364045758464','435882502'
'451423364762972160','536561965'
'451423365274681344','1431678362'
'451423366801784832','1631135988'
'451423366315274240','809835842'
'451423368806281216','150026018'
'451423369104486401','100246049'
'451423369515118593','230643702'
'451423370337611776','242162100'
'451423371561930752','290722680'
'451423374376726529','400758603'
'451423374695079936','1681709202'
'451423375307448320','319287427'
'451423376033472512','1340574906'
'451423376335048704','258196768'
'451423377367265281','331896336'
'451423382181924865','153609818'
'451423382438158337','360057899'
'451423382706208768','359634310'
'451423381989359617','196899307'
'451423384161628160','240001900'
'451423384149061633','327514074'
'451423386422349824','1699169570'
'451423387450372096','1932750432'
'451423387383263232','145667478'
'451423386896707584','172941042'
'451423388280815617','2287145734'
'451423388259852288','1342630400'
'451423390851940352','155581206'
'451423391413587968','847627850'
'451423392487329792','53064298'
'451423393372327936','265051294'
'451423393154621440','7668952'
'451423394227949568','1887168559'
'451423394043797504','219313355'
'451423394316435456','208795488'
'451423394924625920','71443389'
'451423395092385793','1490974686'
'451423396706791424','366805279'
'451423397004976128','2321104688'
'451423397101461504','809454654'
'451423401597755393','1117637341'
'451423402486542336','1319298998'
'451423402122027008','1849795033'
'451423403652562944','109447103'
'451423404877692928','379528800'
'451423406035329024','161785862'
'451423406282792960','173226087'
'451423406744174592','129001620'
'451423409528795137','31667395'
'451423408967151616','429907532'
'451423411374673921','251817441'
'451423413471440896','600331121'
'451423413316632576','148373849'
'451423413887049728','341834826'
'451423414834978817','223389415'
'451423415233417216','184273641'
'451423415719952384','621574128'
'451423416151973889','258969603'
'451423417817120768','480947530'
'451423418265903104','805407073'
'451423418626617346','772164320'
'451423419284729856','53482068'
'451423419548975104','37705479'
'451423419821993984','307447582'
'451423421226680322','2339251818'
'451423424263364608','150870723'
'451423425022935040','626053638'
'451423425987620864','1572939691'
'451423426235105280','358571189'
'451423426746400769','302941027'
'451423429237809155','423620973'
'451423429863153665','195370567'
'451423430018342912','1967860970'
'451423430173540352','619582650'
'451423432773992448','1496855922'
'451423435580014592','254076727'
'451423435797716993','288938044'
'451423438746296320','101406478'
'451423440546050048','296396422'
'451423443792429056','101974049'
'451423444388048897','631394794'
'451423445554057216','48177894'
'451423445897969664','328177692'
'451423446858493952','864820338'
'451423447902867456','414896244'
'451423447911256065','1388375688'
'451423448779489281','707933701'
'451423450138435584','256252621'
'451423452466262016','244282816'
'451423453623902208','774166770'
'451423453556772864','114797019'
'451423454764748801','1194057871'
'451423454928314368','2396264804'
'451423455259656192','187186647'
'451423456790188032','1937106475'
'451423456383754241','266754371'
'451423456958361600','264341573'
'451423456803188736','1598844031'
'451423457243578368','297672777'
'451423458069454849','2242527330'
'451423457579110401','178950491'
'451423458111389696','516029798'
'451423460926189568','2372108594'
'451423462603493376','222421007'
'451423463127801856','175111990'
'451423463136178177','67225118'
'451423463857602562','1937106475'
'451423464163782656','781047602'
'451423464172572672','1914877928'
'451423467334668289','526656880'
'451423467095982080','319417469'
'451423467997376514','2344008865'
'451423468471738368','2273552856'
'451423470245511168','966787189'
'451423471198011392','273509250'
'451423471562526720','1570684094'
'451423474188177408','785709252'
'451423474209542145','746081768'
'451423474784161793','180089727'
'451423475669168129','132927850'
'451423475853713408','106656839'
'451423476629254144','705667044'
'451423476671209472','24121817'
'451423477674024963','814209499'
'451423477757935617','1420813543'
'451423478957105152','1574011591'
'451423479167193088','107164671'
'451423482359074816','2149894585'
'451423482648072192','61321250'
'451423482652672001','157764316'
'451423484011233280','109408064'
'451423484091310080','283585073'
'451423483885780992','295236151'
'451423483969687552','892423135'
'451423484309413888','256252621'
'451423485902864384','511204872'
'451423486062628864','2219785553'
'451423488310784000','1468592713'
'451423489577078784','2151440322'
'451423489225162752','56505053'
'451423490785017856','416405872'
'451423494166036480','2359507478'
'451423494903824384','283298397'
'451423498074738688','58058058'
'451423500020875264','54098934'
'451423498880438272','1195715018'
'451423500788826113','2427307179'
'451423502235467776','123629765'
'451423501388636160','2237338073'
'451423503934160896','1673686621'
'451423504542744576','162794579'
'451423505045655552','1476208094'
'451423505138335746','972491821'
'451423507524886528','626760307'
'451423508053385216','39137321'
'451423510184083456','1113588654'
'451423512347947009','42291337'
'451423512641937408','459382181'
'451423512826490880','919867363'
'451423512855863296','215403686'
'451423515263377408','106155361'
'451423515582169088','1342887517'
'451423516064100352','2276823758'
'451423518782390272','143152706'
'451423519554166784','967053204'
'451423520275582976','746139702'
'451423520309133312','28862661'
'451423521713840128','151626340'
'451423522653753344','260027364'
'451423523781615616','87769317'
'451423525044502528','2322845235'
'451423524750888960','2260590626'
'451423525589753856','220469215'
'451423525652287489','269029139'
'451423528680570883','45013575'
'451423528488022016','1475397672'
'451423531013005313','140301521'
'451423531272663041','2239812480'
'451423533176868864','1461084846'
'451423533789229056','302941027'
'451423533802217472','1102526833'
'451423535177543680','70522921'
'451423536377126914','252182735'
'451423535060516864','448124639'
'451423537371172865','315466752'
'451423538529173505','305057710'
'451423538486857728','2423004140'
'451423540290785280','137092960'
'451423541108686848','2221848866'
'451423541461004288','1055965778'
'451423543654637569','146982001'
'451423544187318272','2417878148'
'451423548473868288','1571728921'
'451423550868828160','149543206'
'451423552076382208','2284379581'
'451423552697536513','2222200327'
'451423553221853184','50710451'
'451423553779679232','603850981'
'451423554035535872','558791632'
'451423554442366976','2151440322'
'451423555105087488','554733286'
'451423555025375232','293774708'
'451423555553882112','1597063212'
'451423555792543744','2195160012'
'451423558846402560','809835842'
'451423558808666113','102828697'
'451423558317928448','366002377'
'451423559928512512','842741725'
'451423560439848960','11740232'
'451423561996324864','1952437002'
'451423561908228096','1363646448'
'451423561933410304','366002377'
'451423562923253760','498095369'
'451423563145564162','50113626'
'451423564068298752','565901922'
'451423566895263745','153969864'
'451423568484921344','2203772569'
'451423569444995072','142447086'
'451423571407945730','160649330'
'451423571836162049','208525547'
'451423571899064321','469818341'
'451423572460724224','2404934318'
'451423572901494784','596918083'
'451423573027332096','1957242439'
'451423573996208130','165248650'
'451423574726033408','365889789'
'451423574629576704','583554348'
'451423576076587008','703823952'
'451423577456136192','1201913180'
'451423576798011392','95923318'
'451423577863389184','745718486'
'451423578429587456','302365456'
'451423578991624193','470985628'
'451423580623237120','256252621'
'451423582275792896','319237993'
'451423587295977472','116282834'
'451423588151615488','352042318'
'451423588223291392','335713702'
'451423588479168512','2265328764'
'451423589930401792','129578245'
'451423590962200576','2455604320'
'451423592287571969','914527753'
'451423592031731712','2169361692'
'451423592283394048','186488431'
'451423593705254912','900312818'
'451423595814604800','940595191'
'451423596238221312','459776441'
'451423599090356226','540866444'
'451423600365805568','335951247'
'451423600768479232','889015830'
'451423602857218049','989630922'
'451423604614660096','1566290851'
'451423605142736896','416405872'
'451423605235404800','171407658'
'451423605654822913','372608479'
'451423607256645632','126757423'
'451423606602727424','109653378'
'451423608271667200','84745139'
'451423607651307520','174109399'
'451423608603033600','412632806'
'451423608905400320','2327354525'
'451423610276560896','459776441'
'451423612080111616','416405872'
'451423611661090816','1676878376'
'451423613774618624','540866444'
'451423616555823104','212932086'
'451423619403747329','308252028'
'451423619596713984','1861380728'
'451423620666245120','485278594'
'451423625766522881','303497481'
'451423625984626690','300545528'
'451423626604974081','302941027'
'451423626685087745','268319976'
'451423625984626690','300545528'
'451423629444526080','354485273'
'451423629998567424','202782532'
'451423631013191680','383999889'
'451423631118065664','365056265'
'451423631470764032','170011975'
'451423632187981825','2263266848'
'451423633681182721','238204559'
'451423635035926529','1614189074'
'451423642539548672','116324509'
'451423643889704960','1154460355'
'451423645902979072','48846896'
'451423646972530688','302941027'
'451423646507364352','256252621'
'451423648457715712','53064298'
'451423648499650560','1963997977'
'451423648994193408','1528671259'
'451423648696762368','299809292'
'451423649032314880','367489864'
'451423648826404864','538191553'
'451423650231508992','431288111'
'451423652018270209','2360246964'
'451423653725351936','57527008'
'451423653985779712','405222367'
'451423655097270272','1895709404'
'451423655256686592','2305790209'
'451423654791106560','1904907158'
'451423656288481280','764754781'
'451423656523354112','475042295'
'451423656384946176','789937272'
'451423657227984896','140301521'
'451423657706147840','565901922'
'451423658037506048','2241743670'
'451423660067536897','843992929'
'451423661304844288','1267869282'
'451423663196098561','272475170'
'451423663045488640','114797019'
'451423663922114560','92889914'
'451423664689651712','566264211'
'451423665326804992','23016000'
'451423667231404032','195370567'
'451423667327889408','1444046294'
'451423667571142658','860163330'
'451423667931471872','121908935'
'451423668447358976','1631007793'
'451423669009793024','171529516'
'451423668930109440','173583783'
'451423668732960768','121218079'
'451423669215318016','331980538'
'451423669475356672','1413881749'
'451423670385516544','832301364'
'451423673363079168','626783004'
'451423674625970176','1575825276'
'451423675401523200','152910001'
'451423676014297088','101974049'
'451423675133472768','631580967'
'451423677293543424','2337525216'
'451423678929334272','2183410140'
'451423679969505280','1419200238'
'451423682343501824','1523502540'
'451423683085471744','112789135'
'451423684662919168','77448360'
'451423685836955648','1546984405'
'451423686579732481','412505685'
'451423686906884096','101753851'
'451423687250423808','99093888'
'451423686944653312','144873348'
'451423686466502656','1195031263'
'451423688148402177','1859207635'
'451423688660094976','139586590'
'451423690354593792','109328645'
'451423690631028736','70776018'
'451423691981586432','838040023'
'451423693181562880','183852758'
'451423692938293248','2169206732'
'451423699921829888','37450522'
'451423701440135168','88731129'
'451423703604416512','498095369'
'451423703696683008','139426806'
'451423703847694336','170098769'
'451423704942379008','1007142848'
'451423705483452416','193104580'
'451423706557210624','191132841'
'451423707810914304','86091812'
'451423707844861952','1331628637'
'451423708612018176','300335117'
'451423709375381504','102320889'
'451423709224767488','2438139592'
'451423708708888576','126065806'
'451423711191511040','258210858'
'451423711971643392','995108468'
'451423714798997505','1340574906'
'451423714987757568','91405906'
'451423715788861440','336316472'
'451423715742724096','401810442'
'451423717369733122','1613947908'
'451423719232008192','1666153608'
'451423719324278784','1013438670'
'451423722641956864','1454649362'
'451423722575261696','31138604'
'451423722776567809','292509886'
'451423725007933440','1658353566'
'451423725377048576','1914877928'
'451423725993213952','55287392'
'451423726257856512','718471802'
'451423726135824384','1546984405'
'451423727293833216','1548884611'
'451423727927173121','325274102'
'451423729353256960','356528524'
'451423730657689600','421939116'
'451423730485698560','1551085021'
'451423730825457665','91828759'
'451423732527951873','1476208094'
'451423734046269440','211876544'
'451423733605879808','275321288'
'451423735065497600','738758041'
'451423735762149376','2320130857'
'451423736697458688','287832073'
'451423736408055808','917239482'
'451423736630366208','343818854'
'451423738098356224','98803808'
'451423738534580224','180563462'
'451423739092021248','19889168'
'451423739172122624','294316038'
'451423739721568257','1365113245'
'451423740342325249','116324509'
'451423740988248064','878402814'
'451423743265742848','60365902'
'451423745190924288','279287391'
'451423745140621312','119431473'
'451423744972820480','1732065397'
'451423745471954944','935770698'
'451423745815887872','74172833'
'451423747514597376','208795488'
'451423747967569920','2291667776'
'451423749146169344','21156536'
'451423750110859264','192374028'
'451423750492545024','407774782'
'451423750450593792','1869078283'
'451423751423270912','223222313'
'451423751616229377','105796664'
'451423752665178113','2172693612'
'451423753746927616','2418417499'
'451423753978015744','507557718'
'451423755076501504','1960953810'
'451423756703920128','48211736'
'451423756582658048','531665026'
'451423757706747904','991855740'
'451423757660594177','121218079'
'451423758956642304','2198421398'
'451423759388667904','275221789'
'451423759707435009','1957242439'
'451423761137676288','191563992'
'451423759904555009','1042838390'
'451423763213451264','574446648'
'451423763100229632','1584356509'
'451423763167735808','2391282620'
'451423764585000961','2349053568'
'451423764413423616','1142995309'
'451423765541707776','351226393'
'451423767894708224','265629030'
'451423770683899904','119565665'
'451423771644424192','241378640'
'451423773502504960','160125615'
'451423773099827200','383455287'
'451423774068334592','50755976'
'451423774278041601','172814223'
'451423775301844992','336096441'
'451423776790433792','1442099641'
'451423777608306688','86091812'
'451423778388459521','2208151632'
'451423779244507136','264135080'
'451423778879586304','2169190212'
'451423780061970432','2337376512'
'451423780813160448','490620201'
'451423781090000896','843992929'
'451423782637297664','1961751798'
'451423782490886146','76843540'
'451423780712484866','185756211'
'451423784533495809','142152727'
'451423785636601856','1865868188'
'451423785250738176','54448230'
'451423786823217152','359431470'
'451423787020718080','119969869'
'451423788039933952','104545807'
'451423789512155136','89255981'
'451423789843107840','104575381'
'451423789486972928','2331912299'
'451423792636497920','60667614'
'451423794092335104','143990271'
'451423795429924864','279654413'
'451423795954597888','833831821'
'451423796017512448','244282816'
'451423797003173891','415004166'
'451423797678071808','145709920'
'451423797699428352','2315872352'
'451423797972062208','160787113'
'451423800161091584','2242527330'
'451423800098562050','177308916'
'451423800630853632','506281225'
'451423802032152576','59810787'
'451423802959089664','186221258'
'451423803831500801','1074563768'
'451423804775235584','2317569558'
'451423804494213120','2229042325'
'451423805123338242','2203887181'
'451423806213472256','70390438'
'451423807211716609','119086095'
'451423806310346752','236920657'
'451423807384076288','372046804'
'451423808314830849','196751769'
'451423808453623808','67977590'
'451423809661591552','190348456'
'451423810588512256','145835753'
'451423811020136448','1061489305'
'451423811452555264','2149894585'
'451423811800666113','2190820578'
'451423814090760193','1138618843'
'451423815499673601','838040023'
'451423815713574912','1963252872'
'451423815256801280','132013865'
'451423816745373696','2263345028'
'451423817307394048','1112028348'
'451423816867397632','367489864'
'451423817986867200','587501749'
'451423821057511425','824259643'
'451423821090668545','86091812'
'451423821808283649','1134530880'
'451423822734827520','441028326'
'451423824954032128','88041173'
'451423829378998272','448124639'
'451423830284976128','223534284'
'451423831279026176','1556547962'
'451423833787232257','405851120'
'451423834415976448','49669555'
'451423836354138112','1638531702'
'451423836416643073','538497570'
'451423837885067264','1491624324'
'451423838119546880','105601078'
'451423839038480384','351564819'
'451423836412452865','2360246964'
'451423840389042176','2187562412'
'451423842125508608','50755976'
'451423841789968385','453743790'
'451423846285844481','179985265'
'451423848437526528','232807807'
'451423848265961472','1862320507'
'451423844742348800','132890526'
'451423849574584320','2262350630'
'451423850857644032','252182735'
'451423852237565952','113697484'
'451423852850327552','2281209534'
'451423854821650432','121218079'
'451423855073320960','549813366'
'451423855484362752','733831868'
'451423857073598464','324674308'
'451423858453536768','2247991890'
'451423859577982976','149769152'
'451423859682840576','2415680589'
'451423862354616320','1148485296'
'451423864346513408','2325797372'
'451423864686649344','55479334'
'451423865302831104','2240513778'
'451423865500336128','110770765'
'451423866028453889','770081784'
'451423866372358144','1499881674'
'451423868519862272','2221029816'
'451423869250043904','2218644940'
'451423869422022656','1071441410'
'451423869573033984','269893060'
'451423872173080576','22797312'
'451423872227627008','218328579'
'451423872420954112','307653043'
'451423872504823808','1648855866'
'451423873201078272','834424110'
'451423873918328832','903117992'
'451423874283225088','1539023990'
'451423874513518598','183281288'
'451423875251724288','326896005'
'451423875260506112','170480913'
'451423873389838336','1957242439'
'451423875985719296','112776922'
'451423876501999616','513982353'
'451423877000749056','2431400140'
'451423877197869057','1594449080'
'451423877064048640','164486695'
'451423879131455488','140301521'
'451423880079761408','1490942934'
'451423879538700288','244535788'
'451423880876277761','100273315'
'451423881371193344','84745139'
'451423881203810305','1861384370'
'451423881577115649','232884273'
'451423881954226176','105796664'
'451423883917135872','1596768114'
'451423884248887296','2346093519'
'451423884446031872','369693156'
'451423885922037760','279654413'
'451423888527089665','716330910'
'451423890406129665','126065806'
'451423891282735104','1250398692'
'451423892406812672','1872681092'
'451423892738154496','125859192'
'451423893153415168','178083065'
'451423893895397377','632066960'
'451423894424276992','2249648250'
'451423895414124544','2312006965'
'451423895602884609','201324164'
'451423896760111104','315466752'
'451423897528053761','55250737'
'451423897754546179','34860168'
'451423898446200833','57411670'
'451423898106884096','2200704859'
'451423898832474112','1646235266'
'451423898761166848','1363013803'
'451423899088351232','1556370745'
'451423899973349376','1053662767'
'451423903311593472','105793197'
'451423904393732096','81425930'
'451423904310235136','42533193'
'451423904666370048','1448296189'
'451423905106776064','803151522'
'451423905371418624','846469627'
'451423905371394049','2165567832'
'451423904742273024','26797903'
'451423906550022144','146535975'
'451423907145207808','75150497'
'451423907334352896','2353982083'
'451423907682484224','305057710'
'451423908076736513','2298767047'
'451423909150068736','316664845'
'451423909808967680','1216765279'
'451423911557615616','512213235'
'451423911029526528','562293748'
'451423911532822528','481656074'
'451423911725764608','218636995'
'451423911990018048','110408835'
'451423912220319744','124357178'
'451423912480751616','1439027282'
'451423911524057088','229719889'
'451423912724008961','1861380728'
'451423913327996928','1096829965'
'451423912954707968','145835753'
'451423913793560577','2308466376'
'451423914967576576','72191840'
'451423916716601348','844183753'
'451423916699832321','278386352'
'451423916872204288','19032807'
'451423918184992768','470544712'
'451423918373367809','140931804'
'451423919455870976','233618691'
'451423919468466176','1490974686'
'451423920999366656','475411377'
'451423921104240640','401810442'
'451423921640730624','1932565885'
'451423922664513537','452563236'
'451423922752192513','2352703992'
'451423925726363648','120945834'
'451423928016056320','995108468'
'451423928221593602','1436987041'
'451423927823519744','2306099734'
'451423929484460032','737308232'
'451423932256886784','1961725808'
'451423932818534400','84760168'
'451423933775220736','1397736674'
'451423934010130432','375272354'
'451423937105518592','334766163'
'451423939357839360','378883834'
'451423941153009664','2372054088'
'451423942461251585','184041523'
'451423942474219520','1265686776'
'451423943560155136','138860690'
'451423943694372864','89326225'
'451423945347334144','116517112'
'451423948358819840','2268160615'
'451423948920856576','57385931'
'451423949537423360','224285328'
'451423949512249344','452788436'
'451423950053310464','1092606860'
'451423952137900032','2354888514'
'451423952477241344','1449378678'
'451423951949144064','1463636426'
'451423952934412288','1472660246'
'451423953203236864','920263298'
'451423953739718657','156831502'
'451423955446792194','2421485948'
'451423955790729216','102553752'
'451423956449632256','1663302181'
'451423957972180993','805194710'
'451423961843519488','2259519330'
'451423962895904769','1392785281'
'451423963747733504','2424010075'
'451423964645302272','2235646423'
'451423965861277697','2362743246'
'451423965677125632','2412844358'
'451423966502977536','27620643'
'451423967136727040','337761893'
'451423967752888320','466605683'
'451423967824207873','106718923'
'451423968055275520','991878090'
'451423968701186048','2187536540'
'451423968818249728','1507359805'
'451423969334554624','1506174073'
'451423970265272322','265655759'
'451423971880488960','1228127990'
'451423972697985024','1700190576'
'451423974736400384','234905878'
'451423975097499649','264135080'
'451423976703537153','1444316408'
'451423977047855104','2361760334'
'451423977278537728','2429190167'
'451423977811226624','1520217602'
'451423978843017216','321459101'
'451423978805280768','212038719'
'451423980206186496','467805487'
'451423980755234816','485926058'
'451423981086572544','1289503832'
'451423981707345920','1323127765'
'451423981912866816','464240542'
'451423981770665984','399775634'
'451423982751719424','784632721'
'451423983108255744','1618518882'
'451423983057911808','192023197'
'451423983661887490','195317330'
'451423984827908096','558259309'
'451423985473822721','865009484'
'451423988086870017','721389398'
'451423988204732416','512292206'
'451423988867411968','2361194179'
'451423990863515648','1966000838'
'451423991555584000','2157000056'
'451423993757577216','302941027'
'451423993749180416','419852111'
'451423994940764160','212932086'
'451423995712110592','222532146'
'451423995238559745','324668988'
'451423996203270144','308046044'
'451423998010982400','1861350013'
'451423998820491264','2247758671'
'451423999621222401','123145367'
'451423999537741824','253787598'
'451424000116150272','2424155300'
'451423999676141568','349734123'
'451424000494030849','107286404'
'451424000087166976','2387172348'
'451424001660039168','326164051'
'451424002049708032','91431591'
'451424000087166976','2387172348'
'451424002607968256','1468498688'
'451424002704424961','992014519'
'451424002494722048','830332226'
'451424002972860416','1325977484'
'451424003870445568','2154065268'
'451424003912372224','253655138'
'451424005258743809','1152877938'
'451424007213289472','188946909'
'451424009054191616','93081943'
'451424009058791424','1044111806'
'451424009817956353','1487015497'
'451424010342260736','128052146'
'451424011185311744','339894129'
'451424011785076736','946894723'
'451424012967477248','295210036'
'451424012351340544','182175085'
'451424013903216640','58150325'
'451424014372962304','1113695162'
'451424014976561152','50710451'
'451424015190482945','21293700'
'451424015060852736','1681834519'
'451424015425740800','595840675'
'451424016595550209','2157000056'
'451424018646982657','2268208070'
'451424018936373248','788230284'
'451424019716509697','28097432'
'451424021574610944','710062009'
'451424022782558208','319818713'
'451424026037329920','280651624'
'451424026796507136','315321326'
'451424026393849857','721389398'
'451424026942926848','1414524738'
'451424028142493696','1729282819'
