tweet_id, user_id
'451228412083204096','66309096'
'451228411697324032','422213641'
'451228413211459584','744948211'
'451228413576364032','118421517'
'451228413291167744','124490535'
'451228413219860481','1031890010'
'451228414507503616','92658104'
'451228414955892736','2186926832'
'451228416285884416','283758229'
'451228416424292352','28594929'
'451228417711558658','2270789462'
'451228417644851200','80116457'
'451228418072657920','1657128199'
'451228418424983553','2344278330'
'451228418026516480','62358804'
'451228418915328000','2301647436'
'451228419238264832','324778045'
'451228419049914368','302832717'
'451228419238293505','17215271'
'451228419494514688','1458377432'
'451228420153028608','1613884351'
'451228420928593922','472228980'
'451228420765392896','2342981012'
'451228420937375744','319905284'
'451228419519709184','1315299480'
'451228421381558272','2282480587'
'451228421335814144','120666248'
'451228422023692288','52347207'
'451228422950232064','1006137001'
'451228423130587136','1444655126'
'451228422912880640','34363102'
'451228422678020096','227538846'
'451228423294185472','248729076'
'451228423537438722','229480734'
'451228423390633984','734791458'
'451228423646478336','598834435'
'451228423512281088','129108616'
'451228424741220352','539545514'
'451228424200544256','85410404'
'451228425294856192','1457778457'
'451228425089724416','17409513'
'451228425366171650','402879065'
'451228425609424897','626162530'
'451228425949569024','207264139'
'451228425010040832','1665177872'
'451228426712526848','445891579'
'451228426322849792','156702102'
'451228427593322496','11740232'
'451228428222877696','407884388'
'451228428776521728','339237510'
'451228429245886464','1979356507'
'451228429367910401','1199129282'
'451228428738781184','72287062'
'451228430512562177','160427793'
'451228431074992128','589238313'
'451228431624466432','1227265260'
'451228432408788993','2296228662'
'451228432446545920','157840751'
'451228433029148672','2246401561'
'451228433285005312','18275991'
'451228433717014528','165093482'
'451228433096261632','589187098'
'451228433755176960','181824973'
'451228433163771904','60731562'
'451228433776144384','1031890010'
'451228434505957377','562855818'
'451228434690109440','138899006'
'451228437722980352','716586546'
'451228437730955264','82744696'
'451228439304208384','454609892'
'451228441661042688','435014253'
'451228442059476992','1741287122'
'451228441413955584','537011886'
'451228443271643137','49712369'
'451228443586596864','137756251'
'451228443678482432','467798123'
'451228443456581633','259798895'
'451228444505161729','130615476'
'451228445390159872','58825137'
'451228446887129088','228582299'
'451228446673633280','140948953'
'451228447285583872','42346603'
'451228447101448192','606563561'
'451228447667286016','489949375'
'451228447051112449','70505792'
'451228448590016512','1971401749'
'451228447961272320','1852487604'
'451228450213224448','733824560'
'451228450528178176','152381624'
'451228450863337472','194289781'
'451228451060461568','24923008'
'451228451027316736','2366496464'
'451228451190870016','185673265'
'451228451949641729','81269014'
'451228452167745536','52146044'
'451228451920285696','138525165'
'451228452339720193','1439322674'
'451228451920285696','138525165'
'451228452679876608','409173218'
'451228453086695424','390201023'
'451228453623197696','119259070'
'451228453799346176','143696605'
'451228454009069568','223341355'
'451228455539974144','308717815'
'451228455431315456','883203540'
'451228455414550528','484179338'
'451228455967813632','144659889'
'451228455188066304','302832717'
'451228457452969984','426129540'
'451228458723835904','252170204'
'451228459470442497','945821604'
'451228459780816897','1486686404'
'451228459738861568','539594058'
'451228458492784641','722950850'
'451228461273985024','108516931'
'451228463010430976','2433843911'
'451228463190384640','1013090064'
'451228463840501760','109761308'
'451228464192843776','488912459'
'451228465405366272','145320275'
'451228465585729536','18301057'
'451228467238273024','1663575212'
'451228467133444096','1256388074'
'451228467921567744','35012689'
'451228468303249408','255863579'
'451228468790173696','2237453027'
'451228468869861376','45213885'
'451228469783846912','449532356'
'451228470626897920','20814396'
'451228471415418880','46491028'
'451228471889788928','2337232236'
'451228472484970496','133012448'
'451228472791539712','272628175'
'451228473458061312','289397033'
'451228472913166336','346269447'
'451228473202601984','1594971720'
'451228473747841024','466128788'
'451228473969766400','289531182'
'451228474603077632','38057949'
'451228473898827776','75971598'
'451228474888704000','1433948395'
'451228475257417729','163435152'
'451228475584962560','290027644'
'451228477132247040','814202096'
'451228477292032000','151271602'
'451228477333979136','320368562'
